rows,cols,implementation,scope,sample,order_slot,elapsed_ms,seed
1024,4097,torch_softmax,resident_cuda_event_per_call,14,0,0.0728067207336,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,14,1,0.155661764145,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,15,0,0.155754241943,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,15,1,0.0731833600998,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,16,0,0.0728867197037,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,16,1,0.155427522659,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,17,0,0.155266561508,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,17,1,0.0730015993118,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,18,0,0.0727641582489,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,18,1,0.155330877304,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,19,0,0.155359039307,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,19,1,0.0729449605942,20260829
1024,4097,torch_softmax,resident_cuda_event_per_call,20,0,0.0727532815933,20260829
1024,4097,kernel_lab_custom,resident_cuda_event_per_call,20,1,0.156003837585,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,0,0,3.25441919267,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,0,1,3.46427597106,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,1,0,3.36099043489,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,1,1,3.29795852304,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,2,0,3.31919267774,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,2,1,3.46012786031,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,3,0,3.48576530814,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,3,1,3.29750031233,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,4,0,3.35937179625,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,4,1,3.40032763779,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,5,0,10.6882881373,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,5,1,3.40599752963,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,6,0,10.50545834,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,6,1,3.55083495378,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,7,0,3.31232696772,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,7,1,3.26177477837,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,8,0,3.22348065674,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,8,1,3.32807563245,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,9,0,10.3892013431,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,9,1,3.40150482953,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,10,0,10.6892902404,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,10,1,3.36622074246,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,11,0,3.42668965459,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,11,1,3.21616232395,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,12,0,3.23297642171,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,12,1,3.34702245891,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,13,0,10.4224402457,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,13,1,3.31520102918,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,14,0,10.5048511177,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,14,1,3.42319905758,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,15,0,3.33115831017,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,15,1,3.35586629808,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,16,0,3.23535315692,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,16,1,3.31447273493,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,17,0,10.4277506471,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,17,1,3.39432805777,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,18,0,10.4602761567,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,18,1,3.4891422838,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,19,0,3.45993600786,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,19,1,3.31678986549,20260829
1024,4097,torch_softmax,cpu_to_cuda_to_cpu_wall,20,0,3.07703949511,20260829
1024,4097,kernel_lab_custom,cpu_to_cuda_to_cpu_wall,20,1,3.16005758941,20260829
